,uriOrg,labelOrg,typesOrg,orgMainType,tot_members_number
1446,http://www.wikidata.org/entity/Q3488405,Moscow Archaeological Society,organization | scientific society,scientific organisation,2
1447,http://www.wikidata.org/entity/Q3488451,Société libre d'émulation de la Seine-Maritime,learned society,learned society,2
1452,http://www.wikidata.org/entity/Q3488666,Société savoisienne d'histoire et d'archéologie,learned society,learned society,2
1462,http://www.wikidata.org/entity/Q3551576,University of Clermont-Ferrand (1896-1976),university in france,university,2
2151,http://www.wikidata.org/entity/Q7374250,Royal Gustavus Adolphus Academy,swedish royal academies,not classified organisation,2
2150,http://www.wikidata.org/entity/Q737332,Ben-Gurion University of the Negev,university,university,2
1473,http://www.wikidata.org/entity/Q3621652,State Archives of Florence,state archive,not classified organisation,2
1435,http://www.wikidata.org/entity/Q3488083,"Society of Devotees of Natural Science, Anthropology, and Ethnography",scientific society,scientific organisation,2
1277,http://www.wikidata.org/entity/Q30174290,Real Academia Alfonso X el Sabio,cultural institution,not classified organisation,2
1280,http://www.wikidata.org/entity/Q30258605,"Institute of History, Czech Academy of Sciences",czech research institution | institute,research organisation,2
1287,http://www.wikidata.org/entity/Q3064267,Q3064267,faculty,university,2
1288,http://www.wikidata.org/entity/Q3064300,Faculty of Philology of Saint Petersburg State University,faculty | faculty of humanities,university,2
1303,http://www.wikidata.org/entity/Q309331,Ohio State University,land-grant university | public educational institution of the united states | public research university,university,2
1309,http://www.wikidata.org/entity/Q309988,Karlsruhe Institute of Technology,institute of technology | organization | public university | research institute | university of excellence,institute of technology,2
1313,http://www.wikidata.org/entity/Q31249,Kansas State University,land-grant university | public educational institution of the united states | university,university,2
1315,http://www.wikidata.org/entity/Q3133193,Rovira i Virgili University,open-access publisher | public university | university,public university,2
1316,http://www.wikidata.org/entity/Q3133268,Royal Academy of Valencian Culture,institute,research organisation,2
2248,http://www.wikidata.org/entity/Q81170,Oriel College,building complex | college of the university of oxford,university,2
1382,http://www.wikidata.org/entity/Q3329787,Museum of the History of France,museum,scientific organisation,2
1338,http://www.wikidata.org/entity/Q3179598,Public University of Navarre,organization | public university,public university,2
1342,http://www.wikidata.org/entity/Q319239,Tel Aviv University,open-access publisher | ottoman association | public university,public university,2
1353,http://www.wikidata.org/entity/Q32536,Catholic Association of Propagandists,medical check-up | private association of the christian faithful,not classified organisation,2
1354,http://www.wikidata.org/entity/Q326342,Concordia University,university in quebec,university,2
1359,http://www.wikidata.org/entity/Q3268602,Lycée Buffon,lycée,not classified organisation,2
1365,http://www.wikidata.org/entity/Q3268795,Lycée Lakanal,educational facility,research facility,2
1376,http://www.wikidata.org/entity/Q3290454,Higher University of San Andrés,university,university,2
2221,http://www.wikidata.org/entity/Q789848,Ministry for Europe and Foreign Affairs,foreign affairs ministry | ministry,not classified organisation,2
1378,http://www.wikidata.org/entity/Q3296532,Séminaire de Québec,catholic seminary | university building,university,2
1380,http://www.wikidata.org/entity/Q33108676,Consejo Nacional de Educación,advisory board,not classified organisation,2
2240,http://www.wikidata.org/entity/Q81090,Hertford College,building complex | college of the university of oxford,university,2
328,http://www.wikidata.org/entity/Q1247589,Newnham College,college of the university of cambridge,university,2
286,http://www.wikidata.org/entity/Q12307430,Dansk folkemindesamling,archive,not classified organisation,2
2396,http://www.wikidata.org/entity/Q954854,Sokol,organization | publishing company | social movement | sports organization | voluntary association,company or gov. agency,2
90,http://www.wikidata.org/entity/Q110587,Royal Irish Academy,academy of sciences | medical check-up | national academy,academy of sciences,2
231,http://www.wikidata.org/entity/Q11999249,Samfundet for dansk genealogi og personalhistorie,historical society,learned society,2
406,http://www.wikidata.org/entity/Q1340921,Defence Historical Service,archive,not classified organisation,2
615,http://www.wikidata.org/entity/Q16363981,Union of Azerbaijani Journalists,organization,not classified organisation,2
117,http://www.wikidata.org/entity/Q113184499,Pembrokeshire Historical Society,organization,not classified organisation,2
569,http://www.wikidata.org/entity/Q15732790,French Numismatic Society,learned society | organization,learned society,2
2393,http://www.wikidata.org/entity/Q945876,Grenoble Alpes University,grand établissement | public university,public university,2
230,http://www.wikidata.org/entity/Q11993457,Royal Spanish Academy,language regulator | national academy | organization,scientific organisation,2
346,http://www.wikidata.org/entity/Q12765841,Faculty of Arts of the Comenius University in Bratislava,faculty,university,2
620,http://www.wikidata.org/entity/Q16484773,Academia Portuguesa da História,academy | historical society,learned society,2
408,http://www.wikidata.org/entity/Q1341516,Westminster School,boarding school | independent school | public school,educational institution,2
482,http://www.wikidata.org/entity/Q1470761,Reial Acadèmia de Belles Arts de Sant Carles de València,art academy,educational institution,2
185,http://www.wikidata.org/entity/Q117467,Royal Society of Edinburgh,academy of sciences | national academy,academy of sciences,2
186,http://www.wikidata.org/entity/Q117484935,Státní ústřední archiv,archive | publishing company,company or gov. agency,2
307,http://www.wikidata.org/entity/Q12336936,Schneekloths Skole,gymnasium,educational institution,2
62,http://www.wikidata.org/entity/Q106315746,Archivo Municipal de Cartagena,historical archive | municipal archive,not classified organisation,2
279,http://www.wikidata.org/entity/Q122453,University of Stuttgart,local internet registry | open-access publisher | organization | public university,public university,2
597,http://www.wikidata.org/entity/Q16167953,Fribourg State Archives,archive | cantonal archive | memory institution | state archives,not classified organisation,2
87,http://www.wikidata.org/entity/Q1093910,City College of New York,higher education institution | public educational institution of the united states,educational institution,2
151,http://www.wikidata.org/entity/Q1145731,University of Technology Sydney,public university,public university,2
